,Episode,Duration,Slots,Score,Epsilon,min_loss,p1,p2
0,0,0.1434000000000002,239,8.3,1,0.046925317496061325,6,39
1,1,0.1535999999999973,256,7.1000000000000005,0.9998,0.042865168303251266,2,47
2,2,0.14999999999999736,250,9.000000000000002,0.99960004,0.029047630727291107,8,36
3,3,0.14460000000000595,241,7.9,0.9994001199920001,0.0380387157201767,5,40
4,4,0.1494000000000112,249,7.700000000000001,0.9992002399680017,0.027020812034606934,4,43
5,5,0.1416000000000106,236,8.900000000000002,0.9990003999200081,0.035256870090961456,7,40
6,6,0.14100000000000612,235,8.3,0.9988005998400241,0.029200833290815353,4,49
7,7,0.14039999999998454,234,8.700000000000001,0.9986008397200561,0.02936089038848877,7,38
8,8,0.14099999999998447,235,9.9,0.9984011195521121,0.02722690999507904,7,50
9,9,0.13919999999998467,232,10.100000000000003,0.9982014393282017,0.03733457252383232,8,47
10,10,0.1433999999999842,239,11.100000000000001,0.9980017990403361,0.030887868255376816,11,42
11,11,0.1325999999999854,221,7.9,0.9978021986805281,0.02756677195429802,4,45
12,12,0.1487999999999836,248,8.4,0.997602638240792,0.029444418847560883,4,50
13,13,0.16439999999998212,274,10.600000000000001,0.9974031177131438,0.027119802311062813,11,37
14,14,0.14459999999998407,241,7.6,0.9972036370896012,0.024996841326355934,3,47
15,15,0.13919999999998467,232,9.600000000000001,0.9970041963621834,0.032523155212402344,7,47
16,16,0.14459999999998407,241,8.700000000000001,0.996804795522911,0.029890619218349457,6,43
17,17,0.1415999999999844,236,10.700000000000001,0.9966054345638065,0.026857128366827965,11,38
18,18,0.1379999999999848,230,9.400000000000002,0.9964061134768937,0.03139657527208328,6,50
19,19,0.13499999999998513,225,8.3,0.9962068322541984,0.032298434525728226,4,49
20,20,0.13739999999998487,229,12.300000000000002,0.9960075908877476,0.024828992784023285,13,44
21,21,0.14399999999998414,240,7.300000000000001,0.9958083893695701,0.023438334465026855,3,44
22,22,0.13559999999998507,226,7.500000000000001,0.9956092276916961,0.029618997126817703,3,46
23,23,0.13319999999998533,222,11.100000000000001,0.9954101058461579,0.03936693072319031,10,47
24,24,0.14759999999998374,246,8.500000000000002,0.9952110238249886,0.027688104659318924,6,41
25,25,0.14939999999998355,249,11.700000000000001,0.9950119816202236,0.033226098865270615,12,43
26,26,0.14279999999998427,238,11.400000000000002,0.9948129792238997,0.029072869569063187,12,40
27,27,0.13679999999998715,228,8.700000000000001,0.9946140166280549,0.036507558077573776,6,43
28,28,0.1554000000000979,259,10.3,0.9944150938247294,0.021793168038129807,7,54
29,29,0.13500000000008505,225,8.4,0.9942162108059645,0.036801889538764954,6,40
30,30,0.1662000000001047,277,9.1,0.9940173675638033,0.03226621821522713,8,37
31,31,0.14520000000009148,242,8.200000000000001,0.9938185640902906,0.024806687608361244,3,53
32,32,0.1362000000000858,227,10.500000000000002,0.9936198003774726,0.02942810021340847,9,46
33,33,0.14520000000009148,242,8.500000000000002,0.9934210764173971,0.030388517305254936,7,36
34,34,0.1446000000000911,241,9.5,0.9932223922021136,0.03604569658637047,4,61
35,35,0.14880000000009375,248,7.600000000000001,0.9930237477236732,0.026138735935091972,3,47
36,36,0.14400000000009072,240,11.100000000000001,0.9928251429741285,0.027617208659648895,9,52
37,37,0.14040000000008845,234,9.8,0.9926265779455337,0.03711002320051193,8,44
38,38,0.14520000000009148,242,8.500000000000002,0.9924280526299446,0.025939706712961197,4,51
39,39,0.13560000000008543,226,10.100000000000001,0.9922295670194187,0.02625150978565216,7,52
40,40,0.15240000000009601,254,7.300000000000002,0.9920311211060148,0.027851631864905357,4,39
41,41,0.14580000000009186,243,9.100000000000001,0.9918327148817936,0.030427509918808937,5,52
42,42,0.1470000000000926,245,9.100000000000001,0.9916343483388173,0.022428354248404503,7,42
43,43,0.15240000000009601,254,7.200000000000001,0.9914360214691496,0.027246147394180298,4,38
44,44,0.13980000000008808,233,10.300000000000004,0.9912377342648557,0.024821117520332336,10,39
45,45,0.15240000000009601,254,10.200000000000001,0.9910394867180028,0.03970261663198471,10,38
46,46,0.14400000000009072,240,8.3,0.9908412788206592,0.039756715297698975,5,44
47,47,0.14880000000009375,248,10.200000000000003,0.9906431105648951,0.028036607429385185,9,43
48,48,0.14820000000009337,247,8.8,0.9904449819427821,0.026743050664663315,5,49
49,49,0.15180000000009564,253,11.000000000000002,0.9902468929463936,0.03242698684334755,12,36
50,50,0.15480000000009753,258,12.100000000000003,0.9900488435678043,0.030027471482753754,13,42
51,51,0.12240000000007711,204,12.5,0.9898508337990908,0.02850412018597126,13,46
52,52,0.1416000000000892,236,9.700000000000003,0.989652863632331,0.03016638197004795,7,48
53,53,0.14340000000009034,239,11.400000000000002,0.9894549330596045,0.034647613763809204,11,45
54,54,0.15240000000009601,254,7.699999999999999,0.9892570420729926,0.028767427429556847,5,38
55,55,0.14940000000009412,249,9.500000000000002,0.989059190664578,0.031195731833577156,8,41
56,56,0.13740000000008656,229,10.4,0.9888613788264451,0.033084072172641754,10,40
57,57,0.16200000000010206,270,9.100000000000001,0.9886636065506799,0.022996757179498672,7,42
58,58,0.1422000000000896,237,10.800000000000002,0.9884658738293698,0.034067001193761826,10,44
59,59,0.13320000000008392,222,8.500000000000002,0.988268180654604,0.02826559543609619,5,46
60,60,0.13500000000008505,225,12.600000000000001,0.9880705270184731,0.04058682173490524,13,47
61,61,0.1392000000000877,232,10.500000000000004,0.9878729129130694,0.03383495658636093,9,46
62,62,0.15720000000009904,262,11.000000000000002,0.9876753383304868,0.03212336450815201,12,36
63,63,0.14280000000008997,238,7.600000000000001,0.9874778032628208,0.03596069663763046,3,47
64,64,0.15180000000009564,253,10.900000000000002,0.9872803077021682,0.026641497388482094,10,45
65,65,0.1422000000000896,237,9.4,0.9870828516406278,0.031917788088321686,7,45
66,66,0.1416000000000892,236,7.9,0.9868854350702997,0.033710774034261703,5,40
67,67,0.15120000000009526,252,9.3,0.9866880579832856,0.02947380766272545,6,49
68,68,0.15780000000009942,263,8.200000000000001,0.986490720371689,0.025709059089422226,6,38
69,69,0.13740000000008656,229,11.300000000000002,0.9862934222276146,0.03165213018655777,11,44
70,70,0.147600000000093,246,11.3,0.9860961635431691,0.035870205610990524,14,29
71,71,0.14940000000009412,249,10.400000000000002,0.9858989443104604,0.02827223390340805,10,40
72,72,0.13560000000008543,226,9.8,0.9857017645215984,0.03191537782549858,7,49
73,73,0.14820000000009337,247,10.100000000000001,0.9855046241686941,0.019617421552538872,9,42
74,74,0.13200000000008316,220,11.500000000000002,0.9853075232438604,0.034687891602516174,11,46
75,75,0.14340000000009034,239,10.4,0.9851104617392117,0.03370368853211403,10,40
76,76,0.1362000000000858,227,12.800000000000004,0.9849134396468638,0.034661177545785904,14,44
77,77,0.13860000000008732,231,9.200000000000001,0.9847164569589345,0.029659301042556763,7,43
78,78,0.15060000000009488,251,9.600000000000001,0.9845195136675428,0.0348450131714344,9,37
79,79,0.1362000000000858,227,8.4,0.9843226097648092,0.037281252443790436,5,45
80,80,0.13260000000008354,221,10.7,0.9841257452428563,0.02620594948530197,9,48
81,81,0.1392000000000877,232,8.9,0.9839289200938078,0.03396131098270416,7,40
82,82,0.1470000000000926,245,10.300000000000002,0.9837321343097891,0.028679460287094116,8,49
83,83,0.1338000000000843,223,12.800000000000004,0.9835353878829272,0.03797508403658867,14,44
84,84,0.15780000000009942,263,10.900000000000002,0.9833386808053506,0.035905614495277405,12,35
85,85,0.15600000000009828,260,9.3,0.9831420130691896,0.0332103967666626,8,39
86,86,0.1446000000000911,241,10.400000000000002,0.9829453846665758,0.03229393810033798,8,50
87,87,0.1416000000000892,236,9.9,0.9827487955896425,0.03261531889438629,9,40
88,88,0.14040000000008845,234,9.7,0.9825522458305246,0.02365921624004841,8,43
89,89,0.1416000000000892,236,9.3,0.9823557353813585,0.029096636921167374,5,54
90,90,0.1362000000000858,227,9.8,0.9821592642342822,0.029302135109901428,6,54
91,91,0.1470000000000926,245,12.500000000000004,0.9819628323814354,0.025240624323487282,14,41
92,92,0.13560000000008543,226,8.9,0.9817664398149591,0.0273597314953804,7,40
93,93,0.15240000000009601,254,10.600000000000001,0.9815700865269962,0.04160432517528534,10,42
94,94,0.14580000000009186,243,10.400000000000002,0.9813737725096908,0.027435731142759323,10,40
95,95,0.1470000000000926,245,9.900000000000002,0.9811774977551889,0.033242374658584595,5,60
96,96,0.17040000000010735,284,14.399999999999999,0.9809812622556379,0.01800234615802765,19,35
97,97,0.1338000000000843,223,9.300000000000002,0.9807850660031867,0.027646493166685104,7,44
98,98,0.14100000000008883,235,9.600000000000001,0.9805889089899861,0.03787921369075775,6,52
99,99,0.14940000000009412,249,9.400000000000002,0.9803927912081881,0.031805746257305145,8,40
100,100,0.1722000000001085,287,9.900000000000002,0.9801967126499465,0.0338878333568573,10,35
101,101,0.13980000000008808,233,9.300000000000002,0.9800006733074165,0.026049431413412094,7,44
102,102,0.1470000000000926,245,7.9,0.979804673172755,0.037763915956020355,5,40
103,103,0.15120000000009526,252,8.600000000000001,0.9796087122381205,0.03618278726935387,6,42
104,104,0.14880000000009375,248,10.0,0.9794127904956729,0.03339052200317383,8,46
105,105,0.1608000000001013,268,8.700000000000001,0.9792169079375738,0.03317071869969368,8,33
106,106,0.13740000000008656,229,10.700000000000001,0.9790210645559863,0.02916351519525051,10,43
107,107,0.13680000000008619,228,8.8,0.978825260343075,0.027044178918004036,5,49
108,108,0.15600000000009828,260,8.700000000000001,0.9786294952910064,0.029537996277213097,7,38
109,109,0.14280000000008997,238,10.500000000000002,0.9784337693919483,0.02967025898396969,9,46
110,110,0.1487999999998717,248,7.0,0.9782380826380699,0.0334056094288826,2,46
111,111,0.1421999999996686,237,12.900000000000002,0.9780424350215423,0.02895161136984825,15,40
112,112,0.1463999999996588,244,8.3,0.977846826534538,0.03057197853922844,6,39
113,113,0.15179999999964622,253,10.2,0.9776512571692312,0.03815129026770592,8,48
114,114,0.1403999999996728,234,8.4,0.9774557269177974,0.03466472029685974,4,50
115,115,0.13739999999967978,229,8.2,0.9772602357724138,0.021265581250190735,3,53
116,116,0.144599999999663,241,9.100000000000001,0.9770647837252594,0.03776922449469566,7,42
117,117,0.1463999999996588,244,9.100000000000001,0.9768693707685143,0.03347872570157051,8,37
118,118,0.1463999999996588,244,10.000000000000002,0.9766739968943606,0.033843327313661575,9,41
119,119,0.1493999999996518,249,9.400000000000002,0.9764786620949818,0.029679490253329277,6,50
120,120,0.13739999999967978,229,12.600000000000001,0.9762833663625629,0.03139451891183853,13,47
121,121,0.15179999999964622,253,9.700000000000003,0.9760881096892904,0.03276713937520981,8,43
122,122,0.1451999999996616,242,6.800000000000001,0.9758928920673525,0.026346329599618912,3,39
123,123,0.1481999999996546,247,8.8,0.9756977134889391,0.03462904691696167,5,49
124,124,0.13679999999968118,228,12.400000000000002,0.9755025739462413,0.026793818920850754,14,40
125,125,0.13559999999968397,226,8.200000000000001,0.9753074734314521,0.026233745738863945,3,53
126,126,0.13499999999968537,225,9.200000000000003,0.9751124119367658,0.03316039219498634,6,48
127,127,0.16079999999962524,268,9.5,0.9749173894543784,0.02972714602947235,9,36
128,128,0.13379999999968817,223,8.200000000000001,0.9747224059764876,0.029229119420051575,4,48
129,129,0.1421999999996686,237,8.9,0.9745274614952923,0.031146561726927757,6,45
130,130,0.1457999999996602,243,8.400000000000002,0.9743325560029933,0.02748413011431694,6,40
131,131,0.15059999999964901,251,10.8,0.9741376894917927,0.025825556367635727,10,44
132,132,0.1427999999996672,238,10.900000000000002,0.9739428619538943,0.03129559010267258,10,45
133,133,0.15299999999964342,255,10.600000000000001,0.9737480733815036,0.032115139067173004,10,42
134,134,0.147599999999656,246,8.600000000000001,0.9735533237668273,0.027398589998483658,5,47
135,135,0.1421999999996686,237,9.799999999999999,0.973358613102074,0.034195978194475174,9,39
136,136,0.1421999999996686,237,9.100000000000001,0.9731639413794536,0.022723540663719177,7,42
137,137,0.13439999999968677,224,8.0,0.9729693085911777,0.027753207832574844,4,46
138,138,0.15119999999964762,252,9.600000000000001,0.9727747147294595,0.032075826078653336,8,42
139,139,0.1487999999996532,248,12.100000000000003,0.9725801597865137,0.03114626556634903,13,42
140,140,0.15119999999964762,252,8.3,0.9723856437545564,0.03265673294663429,5,44
141,141,0.15839999999963084,264,8.600000000000001,0.9721911666258055,0.029234135523438454,5,47
142,142,0.1433999999996658,239,10.800000000000002,0.9719967283924804,0.02338283695280552,8,54
143,143,0.1463999999996588,244,9.200000000000001,0.971802329046802,0.029351137578487396,7,43
144,144,0.144599999999663,241,10.000000000000004,0.9716079685809926,0.030350659042596817,8,46
145,145,0.1493999999996518,249,10.100000000000001,0.9714136469872765,0.023299889639019966,8,47
146,146,0.16739999999960986,279,10.900000000000002,0.971219364257879,0.028953587636351585,12,35
147,147,0.13979999999967418,233,9.100000000000001,0.9710251203850274,0.03947942703962326,7,42
148,148,0.15419999999964062,257,11.600000000000005,0.9708309153609505,0.02589472383260727,12,42
149,149,0.1427999999996672,238,7.200000000000001,0.9706367491778782,0.033683694899082184,4,38
150,150,0.1457999999996602,243,8.200000000000001,0.9704426218280426,0.028002915903925896,4,48
151,151,0.1421999999996686,237,12.100000000000001,0.9702485333036771,0.030706319957971573,13,42
152,152,0.12959999999969796,216,9.8,0.9700544835970164,0.027505792677402496,8,44
153,153,0.14159999999967,236,7.800000000000001,0.9698604727002971,0.026939161121845245,4,44
154,154,0.1409999999996714,235,9.200000000000001,0.969666500605757,0.023062068969011307,6,48
155,155,0.13979999999967418,233,7.4,0.9694725673056358,0.03325296938419342,1,55
156,156,0.12899999999969936,215,10.700000000000001,0.9692786727921747,0.03204501047730446,9,48
157,157,0.15419999999964062,257,10.500000000000002,0.9690848170576163,0.019190259277820587,10,41
158,158,0.15599999999963643,260,9.300000000000002,0.9688910000942048,0.036370668560266495,8,39
159,159,0.15059999999964901,251,9.8,0.968697221894186,0.021572118625044823,9,39
160,160,0.15419999999964062,257,9.400000000000002,0.9685034824498071,0.02952052280306816,9,35
161,161,0.13979999999967418,233,10.8,0.9683097817533172,0.02539927139878273,10,44
162,162,0.15659999999963503,261,10.100000000000001,0.9681161197969665,0.019673343747854233,10,37
163,163,0.144599999999663,241,7.6000000000000005,0.9679224965730072,0.027792882174253464,3,47
164,164,0.15599999999963643,260,8.700000000000001,0.9677289120736926,0.02967509627342224,7,38
165,165,0.1481999999996546,247,9.700000000000003,0.9675353662912779,0.035146564245224,10,33
166,166,0.1427999999996672,238,9.600000000000001,0.9673418592180196,0.02360260672867298,7,47
167,167,0.1427999999996672,238,9.900000000000002,0.9671483908461761,0.028198212385177612,10,35
168,168,0.1439999999996644,240,11.900000000000002,0.9669549611680068,0.025880005210638046,15,30
169,169,0.1427999999996672,238,8.0,0.9667615701757732,0.030154813081026077,4,46
170,170,0.13919999999967558,232,8.8,0.9665682178617381,0.02911991998553276,6,44
171,171,0.16919999999960567,282,8.8,0.9663749042181657,0.013956968672573566,7,39
172,172,0.1499999999996504,250,9.800000000000002,0.9661816292373221,0.027889303863048553,8,44
173,173,0.13919999999967558,232,7.2,0.9659883929114746,0.027184102684259415,3,43
174,174,0.1409999999996714,235,7.700000000000001,0.9657951952328924,0.028638094663619995,3,48
175,175,0.15779999999963223,263,10.600000000000001,0.9656020361938458,0.035010918974876404,12,32
176,176,0.15179999999964622,253,11.300000000000002,0.965408915786607,0.021511897444725037,11,44
177,177,0.13799999999967838,230,7.800000000000001,0.9652158340034498,0.02670024149119854,3,49
178,178,0.1469999999996574,245,8.200000000000001,0.9650227908366491,0.02705230936408043,5,43
179,179,0.13199999999969236,220,7.6,0.9648297862784818,0.034741442650556564,2,52
180,180,0.147599999999656,246,8.100000000000001,0.9646368203212261,0.03339134529232979,5,42
181,181,0.16139999999962384,269,13.000000000000004,0.9644438929571619,0.030123427510261536,14,46
182,182,0.15479999999963923,258,8.000000000000002,0.9642510041785706,0.026652265340089798,5,41
183,183,0.13859999999967698,231,10.8,0.9640581539777349,0.029706362634897232,11,39
184,184,0.1499999999996504,250,9.600000000000001,0.9638653423469393,0.02278619445860386,9,37
185,185,0.15419999999964062,257,10.600000000000001,0.96367256927847,0.03375928848981857,9,47
186,186,0.1499999999996504,250,7.500000000000001,0.9634798347646143,0.030367616564035416,5,36
187,187,0.1433999999996658,239,11.400000000000004,0.9632871387976614,0.03260476887226105,11,45
188,188,0.1481999999996546,247,10.400000000000002,0.9630944813699018,0.02371387928724289,10,40
189,189,0.15659999999963503,261,8.400000000000002,0.9629018624736279,0.03662702068686485,6,40
190,190,0.16559999999961406,276,8.3,0.9627092821011332,0.029659457504749298,6,39
191,191,0.1409999999996714,235,10.800000000000002,0.9625167402447129,0.03017858788371086,10,44
192,192,0.15119999999964762,252,8.900000000000002,0.962324236896664,0.01930469274520874,8,35
193,193,0.13379999999968817,223,8.1,0.9621317720492847,0.03255542740225792,4,47
194,194,0.15179999999964622,253,7.7,0.9619393456948748,0.03200094774365425,3,48
195,195,0.1481999999996546,247,8.500000000000002,0.9617469578257358,0.03111467882990837,6,41
196,196,0.15779999999963223,263,8.800000000000002,0.9615546084341707,0.0288473479449749,6,44
197,197,0.13259999999969097,221,8.700000000000001,0.9613622975124839,0.03578593209385872,6,43
198,198,0.1439999999996644,240,9.100000000000001,0.9611700250529814,0.02706323191523552,7,42
199,199,0.1433999999996658,239,7.699999999999999,0.9609777910479709,0.02931763045489788,2,53
200,200,0.1403999999996728,234,9.900000000000002,0.9607855954897613,0.03577827289700508,8,45
201,201,0.15299999999964342,255,9.900000000000002,0.9605934383706634,0.03410013020038605,10,35
202,202,0.15959999999962804,266,9.5,0.9604013196829893,0.031104272231459618,8,41
203,203,0.15179999999964622,253,12.600000000000001,0.9602092394190527,0.012321138754487038,14,42
204,204,0.15239999999964482,254,8.299999999999999,0.9600171975711689,0.032790541648864746,6,39
205,205,0.144599999999663,241,9.100000000000001,0.9598251941316547,0.027380580082535744,5,52
206,206,0.1403999999996728,234,11.400000000000002,0.9596332290928283,0.03760717436671257,10,50
207,207,0.1487999999996532,248,9.9,0.9594413024470098,0.03236763924360275,7,50
208,208,0.1457999999996602,243,11.500000000000002,0.9592494141865204,0.03701411187648773,12,41
209,209,0.12419999999971054,207,8.899999999999999,0.9590575643036832,0.03395067900419235,4,55
210,210,0.13559999999968397,226,8.8,0.9588657527908224,0.03577349707484245,5,49
211,211,0.15119999999964762,252,10.700000000000003,0.9586739796402642,0.02846812643110752,11,38
212,212,0.14159999999967,236,7.9,0.9584822448443362,0.030818313360214233,4,45
213,213,0.16319999999961965,272,9.6,0.9582905483953673,0.03158612176775932,8,42
214,214,0.16079999999962524,268,7.9,0.9580988902856883,0.028034206479787827,4,45
215,215,0.13259999999969097,221,10.500000000000002,0.9579072705076311,0.028361037373542786,8,51
216,216,0.15959999999962804,266,9.8,0.9577156890535297,0.025999553501605988,9,39
217,217,0.17519999999959168,292,7.700000000000001,0.957524145915719,0.03666353225708008,6,33
218,218,0.1439999999996644,240,7.500000000000001,0.9573326410865358,0.030091464519500732,5,36
219,219,0.15659999999963503,261,10.1,0.9571411745583185,0.035743411630392075,9,42
220,220,0.1487999999996532,248,11.800000000000002,0.9569497463234068,0.03097151592373848,12,44
221,221,0.1493999999996518,249,7.4,0.9567583563741421,0.034274622797966,4,40
222,222,0.15659999999963503,261,10.4,0.9565670047028673,0.03546684980392456,10,40
223,223,0.1499999999996504,250,7.6000000000000005,0.9563756913019267,0.028260158374905586,4,42
224,224,0.15359999999964202,256,7.4,0.9561844161636663,0.028572585433721542,4,40
225,225,0.16439999999961685,274,10.600000000000001,0.9559931792804336,0.03530419245362282,11,37
226,226,0.1403999999996728,234,7.9,0.9558019806445776,0.026557382196187973,4,45
227,227,0.1499999999996504,250,7.800000000000001,0.9556108202484487,0.02518303133547306,5,39
228,228,0.13919999999967558,232,8.600000000000001,0.955419698084399,0.028842376545071602,7,37
