,Episode,Duration,Slots,Score,Epsilon,min_loss,success rate,success_rate
138,138,0.10800000000022791,270,-96.3,0.7570860412104812,0.10308326780796051,,"[9, 6, 4, 9]"
139,139,0.10800000000022791,270,-98.8,0.7555718691280602,0.07221835106611252,,"[10, 8, 4, 11]"
140,140,0.11199999999989707,280,-164.70000000000002,0.7540607253898041,0.0945465937256813,,"[3, 6, 4, 21]"
141,141,0.11199999999973898,280,-95.0,0.7525526039390245,0.07605026662349701,,"[5, 6, 4, 38]"
142,142,0.12799999999970169,320,-113.3,0.7510474987311464,0.09569305926561356,,"[9, 6, 4, 39]"
143,143,0.1079999999997483,270,-98.19999999999999,0.7495454037336841,0.08919497579336166,,"[6, 7, 4, 33]"
144,144,0.11599999999972965,290,-103.69999999999999,0.7480463129262167,0.09341078996658325,,"[6, 4, 4, 40]"
145,145,0.11999999999972033,300,-115.69999999999999,0.7465502203003642,0.0729580894112587,,"[6, 3, 4, 26]"
146,146,0.11999999999972033,300,-93.7,0.7450571198597635,0.08536701649427414,,"[10, 3, 4, 38]"
147,147,0.11199999999973898,280,-136.9,0.743567005620044,0.1110885739326477,,"[5, 3, 3, 40]"
148,148,0.11999999999972033,300,-136.7,0.7420798716088038,0.0540461391210556,,"[7, 4, 4, 16]"
149,149,0.11999999999972033,300,-96.30000000000001,0.7405957118655863,0.078488789498806,,"[9, 4, 4, 39]"
150,150,0.12399999999971101,310,-146.3,0.7391145204418551,0.055836133658885956,,"[5, 6, 4, 37]"
151,151,0.11199999999973898,280,-114.7,0.7376362914009714,0.07947784662246704,,"[7, 2, 4, 23]"
152,152,0.1079999999997483,270,-100.60000000000001,0.7361610188181695,0.09983818233013153,,"[13, 3, 4, 14]"
153,153,0.11199999999973898,280,-97.5,0.7346886967805332,0.09215767681598663,,"[13, 2, 4, 40]"
154,154,0.11599999999972965,290,-123.60000000000001,0.733219319386972,0.07497340440750122,,"[5, 2, 4, 40]"
155,155,0.12799999999970169,320,-138.9,0.7317528807481981,0.10370934009552002,,"[6, 2, 4, 40]"
156,156,0.11199999999973898,280,-116.9,0.7302893749867018,0.09167717397212982,,"[5, 4, 4, 34]"
157,157,0.11199999999973898,280,-104.69999999999999,0.7288287962367284,0.10114333778619766,,"[4, 7, 4, 23]"
158,158,0.1079999999997483,270,-131.7,0.727371138644255,0.09467434883117676,,"[10, 3, 4, 40]"
159,159,0.11199999999973898,280,-121.3,0.7259163963669665,0.10376384109258652,,"[3, 3, 4, 35]"
160,160,0.1079999999997483,270,-106.39999999999999,0.7244645635742325,0.08945300430059433,,"[8, 4, 4, 17]"
161,161,0.1079999999997483,270,-103.9,0.723015634447084,0.09993064403533936,,"[4, 3, 4, 30]"
162,162,0.1079999999997483,270,-134.7,0.7215696031781899,0.09925997257232666,,"[4, 2, 4, 34]"
163,163,0.12799999999970169,320,-131.4,0.7201264639718334,0.08393219858407974,,"[1, 4, 4, 40]"
164,164,0.11199999999973898,280,-113.1,0.7186862110438897,0.07996685802936554,,"[7, 4, 4, 25]"
165,165,0.11999999999972033,300,-110.4,0.717248838621802,0.09533482044935226,,"[12, 3, 4, 36]"
166,166,0.1079999999997483,270,-139.0,0.7158143409445584,0.08235210180282593,,"[6, 4, 4, 21]"
167,167,0.1079999999997483,270,-100.5,0.7143827122626694,0.07787211239337921,,"[5, 2, 4, 30]"
168,168,0.1079999999997483,270,-140.9,0.7129539468381441,0.10278034955263138,,"[4, 3, 4, 35]"
169,169,0.11999999999972033,300,-109.0,0.7115280389444678,0.0970742255449295,,"[7, 5, 4, 38]"
170,170,0.11599999999972965,290,-134.79999999999998,0.7101049828665789,0.053485870361328125,,"[9, 4, 4, 9]"
