,Episode,Duration,Slots,Score,Epsilon,min_loss,c&c,audio,video
0,0,0.20879999999999904,348,110.0,0.9985,99999,24,4,0
1,1,0.21419999999999623,357,131.0,0.9970022500000001,5172400.5,29,3,0
2,2,0.2232000000000096,372,101.0,0.9955067466250002,3504021.25,24,2,0
3,3,0.22320000000001672,372,118.0,0.9940134865050627,2751025.0,27,4,0
4,4,0.2249999999999993,375,128.0,0.9925224662753052,1926282.0,31,2,0
5,5,0.21959999999997581,366,123.0,0.9910336825758923,1672288.75,30,2,0
6,6,0.22319999999997542,372,130.0,0.9895471320520285,1361373.125,30,3,0
7,7,0.2159999999999762,360,105.00000000000001,0.9880628113539505,935307.0625,26,0,0
8,8,0.217799999999976,363,129.0,0.9865807171369196,617158.0,34,1,0
9,9,0.23579999999997425,393,106.0,0.9851008460612143,676583.625,26,2,0
10,10,0.23939999999997363,399,122.0,0.9836231947921226,606798.8125,27,4,0
11,11,0.2141999999999764,357,119.0,0.9821477599999344,620327.75,28,2,0
12,12,0.217799999999976,363,134.0,0.9806745383599346,512467.625,34,1,0
13,13,0.2123999999999766,354,104.0,0.9792035265523947,370615.8125,23,2,0
14,14,0.21959999999997581,366,121.0,0.9777347212625662,331553.65625,27,3,0
15,15,0.23759999999997383,396,141.0,0.9762681191806725,284947.90625,32,4,0
16,16,0.22319999999997542,372,108.0,0.9748037170019015,290540.3125,22,4,0
17,17,0.2141999999999764,357,109.0,0.9733415114263987,229267.03125,28,1,0
18,18,0.21600000000012498,360,123.0,0.9718814991592591,240460.046875,27,4,0
19,19,0.21060000000013268,351,117.0,0.9704236769105203,222302.9375,26,4,0
20,20,0.20880000000013155,348,133.0,0.9689680413951546,167669.453125,28,4,0
21,21,0.22860000000014402,381,122.0,0.9675145893330619,169373.65625,28,4,0
22,22,0.21780000000013722,363,130.0,0.9660633174490624,135070.375,32,3,0
23,23,0.2070000000001304,345,126.0,0.9646142224728889,143253.71875,28,3,0
24,24,0.23940000000015083,399,123.0,0.9631673011391796,125125.1875,28,4,0
25,25,0.21420000000013495,357,124.0,0.9617225501874709,101343.015625,29,3,0
26,26,0.22500000000014175,375,100.0,0.9602799663621897,121429.5,22,2,0
27,27,0.2070000000001304,345,121.0,0.9588395464126465,105977.703125,31,1,0
28,28,0.21420000000013495,357,110.0,0.9574012870930275,104372.828125,25,3,0
29,29,0.2070000000001304,345,136.0,0.955965185162388,87434.125,31,4,0
30,30,0.20880000000013155,348,128.0,0.9545312373846445,79956.984375,29,3,0
31,31,0.21780000000013722,363,138.0,0.9530994405285677,81645.171875,33,3,0
32,32,0.21780000000013722,363,117.0,0.9516697913677749,72267.4296875,32,1,0
33,33,0.2268000000001429,378,117.0,0.9502422866807232,66522.15625,26,4,0
34,34,0.20880000000013155,348,136.0,0.9488169232507021,64712.3125,28,7,0
35,35,0.21060000000013268,351,129.0,0.9473936978658261,55171.85546875,30,4,0
