,Slots,Score,p1,p2
0,141,33.3,40,79
1,141,33.199999999999996,40,78
2,141,32.89999999999999,40,75
3,141,33.89999999999999,40,85
4,141,33.49999999999999,40,81
5,141,33.89999999999999,40,85
6,141,33.49999999999999,40,81
7,141,33.699999999999996,40,83
8,141,33.3,40,79
9,141,33.699999999999996,40,83
