,Episode,Duration,Slots,Score,Epsilon,min_loss,p1,p2
0,0,0.1488000000000001,248,23.6,1,2686.83642578125,11,41
1,1,0.13799999999999757,230,20.8,0.9998,2899.6865234375,4,48
2,2,0.15179999999999733,253,22.200000000000003,0.99960004,2550.94580078125,10,32
3,3,0.12720000000000387,212,20.1,0.9994001199920001,1759.88330078125,3,46
4,4,0.14400000000001079,240,21.3,0.9992002399680017,1312.843017578125,6,43
5,5,0.13980000000001047,233,21.6,0.9990003999200081,893.7337646484375,6,46
6,6,0.13140000000000984,219,21.900000000000002,0.9988005998400241,687.769775390625,6,49
7,7,0.15239999999998666,254,25.000000000000004,0.9986008397200561,430.48583984375,14,40
8,8,0.14039999999998454,234,23.8,0.9984011195521121,272.1617126464844,10,48
9,9,0.13559999999998507,226,20.099999999999998,0.9982014393282017,163.17086791992188,4,41
10,10,0.12839999999998586,214,20.799999999999997,0.9980017990403361,112.86067199707031,3,53
11,11,0.14819999999998368,247,22.4,0.9978021986805281,69.63835144042969,9,39
12,12,0.15119999999998335,252,23.1,0.997602638240792,42.41416931152344,9,46
13,13,0.14579999999998394,243,21.299999999999997,0.9974031177131438,36.536277770996094,6,43
14,14,0.13319999999998555,222,20.599999999999998,0.9972036370896012,27.469837188720703,5,41
15,15,0.14819999999998368,247,23.0,0.9970041963621834,21.21184730529785,10,40
16,16,0.14219999999998434,237,24.0,0.996804795522911,22.135601043701172,11,45
17,17,0.14099999999998447,235,22.4,0.9966054345638065,18.908897399902344,7,49
18,18,0.1469999999999838,245,22.5,0.9964061134768937,16.021806716918945,8,45
19,19,0.15359999999998308,256,23.200000000000003,0.9962068322541984,16.72775650024414,11,37
20,20,0.14219999999998434,237,20.9,0.9960075908877476,12.141963958740234,4,49
21,21,0.14639999999998388,244,25.3,0.9958083893695701,10.068902969360352,14,43
22,22,0.14759999999998374,246,24.800000000000004,0.9956092276916961,9.154449462890625,12,48
23,23,0.15239999999998322,254,21.4,0.9954101058461579,7.861213684082031,5,49
24,24,0.1487999999999836,248,22.0,0.9952110238249886,5.945909023284912,9,35
25,25,0.1433999999999842,239,21.9,0.9950119816202236,5.588006973266602,9,34
26,26,0.15179999999998328,253,23.5,0.9948129792238997,3.721742630004883,12,35
27,27,0.1566000000000103,261,21.1,0.9946140166280549,4.384749412536621,5,46
28,28,0.13200000000008316,220,24.0,0.9944150938247294,3.7812957763671875,11,45
29,29,0.14580000000009186,243,19.799999999999997,0.9942162108059645,3.1036763191223145,5,33
30,30,0.14340000000009034,239,22.5,0.9940173675638033,2.8861513137817383,8,45
31,31,0.1422000000000896,237,21.1,0.9938185640902906,1.960655689239502,5,46
32,32,0.14940000000009412,249,22.500000000000007,0.9936198003774726,2.3853964805603027,9,40
33,33,0.15060000000009488,251,23.1,0.9934210764173971,2.4612977504730225,9,46
34,34,0.14880000000009375,248,19.3,0.9932223922021136,1.786421775817871,2,43
35,35,0.13260000000008354,221,20.999999999999996,0.9930237477236732,1.9388853311538696,6,40
36,36,0.1422000000000896,237,20.299999999999997,0.9928251429741285,2.1233608722686768,6,33
37,37,0.14280000000008997,238,22.299999999999997,0.9926265779455337,1.649562120437622,8,43
38,38,0.13200000000008316,220,22.3,0.9924280526299446,1.7149713039398193,7,48
39,39,0.14280000000008997,238,22.0,0.9922295670194187,1.694415807723999,6,50
40,40,0.14880000000009375,248,22.5,0.9920311211060148,1.5411882400512695,7,50
41,41,0.147600000000093,246,23.300000000000004,0.9918327148817936,1.407041311264038,10,43
42,42,0.1446000000000911,241,25.900000000000002,0.9916343483388173,1.2117719650268555,15,44
43,43,0.14820000000009337,247,21.400000000000002,0.9914360214691496,1.307725429534912,6,44
44,44,0.16020000000010093,267,23.1,0.9912377342648557,1.680262804031372,12,31
45,45,0.1500000000000945,250,21.0,0.9910394867180028,1.6554828882217407,4,50
46,46,0.14820000000009337,247,19.5,0.9908412788206592,1.3820793628692627,3,40
47,47,0.1284000000000809,214,22.099999999999998,0.9906431105648951,1.2497146129608154,6,51
48,48,0.1446000000000911,241,21.799999999999997,0.9904449819427821,1.0744638442993164,8,38
49,49,0.15180000000009564,253,22.1,0.9902468929463936,1.7059481143951416,9,36
50,50,0.14280000000008997,238,23.799999999999997,0.9900488435678043,1.192071795463562,10,48
51,51,0.13140000000008278,219,23.8,0.9898508337990908,1.297753930091858,9,53
52,52,0.16140000000010168,269,21.6,0.989652863632331,1.0346498489379883,8,36
53,53,0.1338000000000843,223,21.5,0.9894549330596045,1.39121675491333,5,50
54,54,0.13560000000008543,226,24.9,0.9892570420729926,1.2845770120620728,12,49
55,55,0.14040000000008845,234,20.999999999999996,0.989059190664578,0.8223828077316284,5,45
56,56,0.14040000000008845,234,27.5,0.9888613788264451,1.2078276872634888,19,40
57,57,0.1530000000000964,255,20.3,0.9886636065506799,1.1339603662490845,6,33
58,58,0.1500000000000945,250,22.700000000000003,0.9884658738293698,1.2511595487594604,10,37
59,59,0.13560000000008543,226,21.700000000000003,0.988268180654604,1.0743012428283691,5,52
60,60,0.13680000000008619,228,22.9,0.9880705270184731,1.1283193826675415,8,49
61,61,0.13680000000008619,228,22.1,0.9878729129130694,1.2326990365982056,7,46
