,Episode,Duration,Slots,Score,Epsilon,min_loss,success rate,success_rate
0,0,0.11599999999999952,290,-130.79999999999995,0.997,0.2000615894794464,,"[4, 7, 4, 6]"
1,1,0.1120000000000029,280,-129.6,0.994009,0.13875076174736023,,"[5, 5, 4, 5]"
2,2,0.1080000000000031,270,-108.0,0.991026973,0.11497098207473755,,"[12, 2, 4, 10]"
3,3,0.11200000000000321,280,-128.39999999999998,0.988053892081,0.09852202981710434,,"[5, 6, 4, 16]"
4,4,0.11599999999999444,290,-142.79999999999995,0.985089730404757,0.11232847720384598,,"[2, 3, 4, 12]"
5,5,0.11999999999998678,300,-141.59999999999997,0.9821344612135428,0.10106691718101501,,"[2, 4, 4, 18]"
6,6,0.11199999999998766,280,-130.8,0.9791880578299021,0.10091915726661682,,"[4, 7, 4, 7]"
7,7,0.11599999999998722,290,-131.99999999999994,0.9762504936564125,0.11711321771144867,,"[4, 6, 4, 5]"
8,8,0.11599999999998722,290,-121.19999999999996,0.9733217421754432,0.10969728231430054,,"[7, 6, 4, 7]"
9,9,0.12399999999998634,310,-137.99999999999997,0.9704017769489168,0.10341586172580719,,"[3, 4, 4, 6]"
10,10,0.11199999999998766,280,-137.99999999999997,0.9674905716180701,0.10475872457027435,,"[2, 7, 4, 9]"
11,11,0.11199999999998766,280,-135.6,0.9645880999032158,0.10855324566364288,,"[4, 3, 4, 4]"
12,12,0.1079999999999881,270,-121.2,0.9616943356035061,0.10396654903888702,,"[7, 6, 4, 8]"
13,13,0.11599999999998722,290,-139.2,0.9588092525966956,0.10343874990940094,,"[3, 3, 4, 9]"
14,14,0.11999999999998678,300,-134.39999999999998,0.9559328248389055,0.11607977747917175,,"[4, 4, 4, 9]"
15,15,0.11199999999998766,280,-132.0,0.9530650263643888,0.10771489888429642,,"[5, 3, 4, 9]"
16,16,0.11199999999998766,280,-111.59999999999998,0.9502058312852957,0.10036399215459824,,"[9, 8, 4, 11]"
17,17,0.11199999999998766,280,-123.6,0.9473552137914398,0.10245239734649658,,"[7, 4, 4, 5]"
18,18,0.11999999999998678,300,-136.79999999999995,0.9445131481500655,0.10243383049964905,,"[3, 5, 4, 7]"
19,19,0.11999999999998678,300,-145.19999999999996,0.9416796087056153,0.10914178192615509,,"[1, 4, 4, 4]"
20,20,0.11199999999998766,280,-134.39999999999998,0.9388545698794984,0.09069763123989105,,"[4, 4, 4, 8]"
21,21,0.11599999999998722,290,-133.19999999999996,0.93603800616986,0.09956920146942139,,"[4, 5, 4, 12]"
22,22,0.1079999999999881,270,-121.19999999999997,0.9332298921513504,0.09669798612594604,,"[8, 3, 4, 11]"
23,23,0.11199999999998766,280,-128.39999999999998,0.9304302024748964,0.09455331414937973,,"[6, 3, 4, 7]"
24,24,0.11199999999998766,280,-139.2,0.9276389118674717,0.09447909891605377,,"[2, 6, 4, 6]"
25,25,0.1079999999999881,270,-139.2,0.9248559951318693,0.09230124950408936,,"[3, 3, 4, 4]"
26,26,0.11199999999998766,280,-135.6,0.9220814271464737,0.10239711403846741,,"[3, 6, 4, 7]"
27,27,0.11199999999998766,280,-144.0,0.9193151828650342,0.1014300286769867,,"[1, 5, 4, 8]"
28,28,0.1079999999999881,270,-132.0,0.9165572373164391,0.10618096590042114,,"[5, 3, 4, 6]"
29,29,0.12399999999998634,310,-141.59999999999997,0.9138075656044898,0.09817090630531311,,"[3, 1, 4, 4]"
30,30,0.11999999999998678,300,-146.39999999999998,0.9110661429076764,0.11395628750324249,,"[0, 6, 4, 15]"
31,31,0.11199999999998766,280,-126.0,0.9083329444789534,0.11374463140964508,,"[6, 5, 4, 6]"
32,32,0.12399999999998634,310,-145.2,0.9056079456455165,0.10436606407165527,,"[1, 4, 4, 10]"
33,33,0.12399999999998634,310,-141.59999999999997,0.90289112180858,0.10490550100803375,,"[2, 4, 4, 11]"
34,34,0.11999999999998723,300,-143.99999999999994,0.9001824484431542,0.09352217614650726,,"[1, 5, 4, 9]"
35,35,0.11599999999998722,290,-146.40000000000003,0.8974819010978248,0.09528706967830658,,"[1, 3, 4, 5]"
36,36,0.11599999999998722,290,-128.39999999999998,0.8947894553945313,0.08964398503303528,,"[5, 6, 4, 12]"
37,37,0.12399999999998634,310,-141.59999999999997,0.8921050870283477,0.09155546873807907,,"[2, 4, 4, 5]"
38,38,0.11199999999998766,280,-142.8,0.8894287717672626,0.09032656252384186,,"[2, 3, 4, 3]"
39,39,0.11199999999998766,280,-144.0,0.8867604854519608,0.08444711565971375,,"[1, 5, 4, 4]"
40,40,0.13199999999998546,330,-135.59999999999997,0.884100203995605,0.09048053622245789,,"[4, 3, 4, 5]"
41,41,0.11999999999998678,300,-144.0,0.8814479033836181,0.0912855938076973,,"[2, 2, 4, 5]"
42,42,0.11599999999998722,290,-147.59999999999997,0.8788035596734672,0.09858449548482895,,"[1, 2, 4, 6]"
43,43,0.11999999999998678,300,-141.59999999999997,0.8761671489944468,0.09017321467399597,,"[2, 4, 4, 6]"
44,44,0.11599999999998722,290,-136.79999999999995,0.8735386475474635,0.08459864556789398,,"[4, 2, 4, 6]"
45,45,0.11999999999998678,300,-141.59999999999997,0.8709180316048211,0.09885292500257492,,"[2, 4, 4, 7]"
46,46,0.11599999999998722,290,-142.79999999999995,0.8683052775100066,0.09272852540016174,,"[2, 3, 4, 7]"
47,47,0.11599999999998722,290,-129.60000000000002,0.8657003616774767,0.09837748110294342,,"[5, 5, 4, 8]"
48,48,0.1079999999999881,270,-129.6,0.8631032605924442,0.08536994457244873,,"[5, 5, 4, 4]"
49,49,0.11999999999998678,300,-133.20000000000002,0.860513950810667,0.10053165256977081,,"[5, 2, 4, 8]"
50,50,0.11199999999998766,280,-120.0,0.857932408958235,0.0994667336344719,,"[8, 4, 4, 7]"
51,51,0.11199999999998766,280,-127.19999999999999,0.8553586117313603,0.08992864936590195,,"[6, 4, 4, 6]"
52,52,0.11999999999998678,300,-133.2,0.8527925358961662,0.09338073432445526,,"[5, 2, 4, 6]"
53,53,0.11199999999998766,280,-146.39999999999998,0.8502341582884777,0.09147147834300995,,"[1, 3, 4, 8]"
54,54,0.11599999999998722,290,-136.79999999999995,0.8476834558136123,0.09440213441848755,,"[3, 5, 4, 5]"
55,55,0.11999999999998678,300,-130.8,0.8451404054461714,0.0864507332444191,,"[5, 4, 4, 10]"
56,56,0.11199999999998766,280,-134.39999999999998,0.8426049842298329,0.08504799008369446,,"[3, 7, 4, 12]"
57,57,0.11199999999998766,280,-139.2,0.8400771692771434,0.08547860383987427,,"[2, 6, 4, 6]"
58,58,0.11199999999998766,280,-130.79999999999998,0.837556937769312,0.09562744200229645,,"[5, 4, 4, 15]"
59,59,0.11999999999998678,300,-128.4,0.835044266956004,0.09211142361164093,,"[5, 6, 4, 9]"
60,60,0.11599999999998722,290,-141.59999999999997,0.8325391341551359,0.08929607272148132,,"[2, 4, 4, 6]"
61,61,0.11199999999998766,280,-135.6,0.8300415167526705,0.09214695543050766,,"[4, 3, 4, 11]"
62,62,0.11599999999998722,290,-135.59999999999997,0.8275513922024125,0.08962713927030563,,"[4, 3, 4, 9]"
63,63,0.11999999999998678,300,-146.4,0.8250687380258053,0.08235550671815872,,"[1, 3, 4, 5]"
64,64,0.11199999999998766,280,-123.59999999999998,0.8225935318117279,0.09694989025592804,,"[7, 4, 4, 7]"
65,65,0.11599999999998722,290,-130.79999999999995,0.8201257512162927,0.08499717712402344,,"[5, 4, 4, 17]"
66,66,0.11199999999998766,280,-130.79999999999998,0.8176653739626438,0.0909695029258728,,"[5, 4, 4, 5]"
67,67,0.1079999999999881,270,-127.19999999999997,0.8152123778407558,0.08954060822725296,,"[6, 4, 4, 12]"
68,68,0.11999999999998678,300,-147.59999999999997,0.8127667407072335,0.0977550521492958,,"[1, 2, 4, 9]"
69,69,0.10800000000014798,270,-127.2,0.8103284404851119,0.09141363948583603,,"[6, 4, 4, 12]"
70,70,0.11200000000023635,280,-124.79999999999998,0.8078974551636565,0.0978035032749176,,"[7, 3, 4, 15]"
71,71,0.1160000000002448,290,-136.79999999999995,0.8054737627981655,0.07944943010807037,,"[4, 2, 4, 4]"
72,72,0.1160000000002448,290,-131.99999999999997,0.803057341509771,0.0801546722650528,,"[5, 3, 4, 6]"
73,73,0.11200000000023635,280,-124.79999999999998,0.8006481694852418,0.0848677009344101,,"[6, 6, 4, 10]"
74,74,0.1160000000002448,290,-136.8,0.798246224976786,0.0788303017616272,,"[3, 5, 4, 5]"
75,75,0.1160000000002448,290,-145.2,0.7958514863018556,0.07859774678945541,,"[1, 4, 4, 12]"
76,76,0.12400000000026168,310,-139.2,0.79346393184295,0.08851221203804016,,"[2, 6, 4, 11]"
77,77,0.12000000000025324,300,-128.4,0.7910835400474212,0.08074114471673965,,"[5, 6, 4, 5]"
78,78,0.11200000000023635,280,-115.2,0.7887102894272789,0.09382112324237823,,"[9, 5, 4, 5]"
79,79,0.12000000000025324,300,-134.39999999999995,0.7863441585589971,0.08351793885231018,,"[3, 7, 4, 4]"
80,80,0.10800000000022791,270,-136.79999999999998,0.78398512608332,0.0888109803199768,,"[3, 5, 4, 7]"
81,81,0.12000000000025324,300,-140.39999999999998,0.7816331707050701,0.0826302170753479,,"[3, 2, 4, 8]"
82,82,0.10800000000022791,270,-132.0,0.7792882711929549,0.08036155998706818,,"[5, 3, 4, 6]"
83,83,0.12000000000025324,300,-121.19999999999997,0.776950406379376,0.08617857843637466,,"[8, 3, 4, 9]"
84,84,0.11200000000023635,280,-136.79999999999998,0.7746195551602378,0.08340203762054443,,"[3, 5, 4, 6]"
85,85,0.1160000000002448,290,-141.59999999999994,0.7722956964947572,0.08516149967908859,,"[3, 1, 4, 12]"
86,86,0.1160000000002448,290,-140.4,0.7699788094052729,0.0830535888671875,,"[3, 2, 4, 5]"
87,87,0.11200000000023635,280,-140.39999999999998,0.767668872977057,0.08459184318780899,,"[1, 8, 4, 9]"
88,88,0.1160000000002448,290,-138.00000000000006,0.7653658663581259,0.08780329674482346,,"[3, 4, 4, 8]"
89,89,0.12400000000026168,310,-132.0,0.7630697687590515,0.07879422605037689,,"[4, 6, 4, 8]"
90,90,0.11200000000023635,280,-122.39999999999998,0.7607805594527743,0.07998286932706833,,"[8, 2, 4, 8]"
91,91,0.10800000000022791,270,-125.99999999999997,0.7584982177744161,0.07332456111907959,,"[7, 2, 4, 10]"
