,Episode,Duration,Slots,Score,Epsilon,min_loss,p1,p2
0,0,0.13980000000000026,233,8.6,1,95.2142105102539,8,48
1,1,0.1367999999999976,228,7.1,0.9999,15.590187072753906,3,48
2,2,0.14039999999999753,234,7.5,0.9998000100000001,10.004436492919922,7,40
3,3,0.15000000000000357,250,6.700000000000001,0.9997000299990001,5.958280563354492,4,41
4,4,0.13260000000000993,221,7.300000000000001,0.9996000599960002,5.08282470703125,2,53
5,5,0.14760000000001106,246,10.700000000000003,0.9995000999900007,4.698173522949219,17,42
6,6,0.15300000000001135,255,6.1000000000000005,0.9994001499800017,4.672895431518555,4,35
7,7,0.1325999999999854,221,8.3,0.9993002099650037,3.7828547954559326,8,45
8,8,0.1415999999999844,236,8.0,0.9992002799440072,3.6919562816619873,6,48
9,9,0.14039999999998454,234,7.500000000000001,0.9991003599160128,3.9350271224975586,5,46
10,10,0.14639999999998388,244,7.500000000000001,0.9990004498800211,3.243983268737793,7,40
11,11,0.13739999999998487,229,8.400000000000002,0.9989005498350332,2.9813332557678223,9,43
12,12,0.1433999999999842,239,8.0,0.9988006597800497,2.935784101486206,6,48
13,13,0.15299999999998315,255,7.0,0.9987007797140718,3.2039504051208496,4,44
14,14,0.14039999999998476,234,8.900000000000002,0.9986009096361004,2.5592732429504395,12,39
15,15,0.14219999999998434,237,9.500000000000002,0.9985010495451367,2.696082830429077,15,36
16,16,0.13859999999998474,231,7.6000000000000005,0.9984011994401822,2.4752554893493652,9,35
17,17,0.14999999999998348,250,7.100000000000001,0.9983013593202382,2.77514910697937,6,39
18,18,0.16679999999998163,278,9.0,0.9982015291843062,2.83964204788208,15,31
19,19,0.13739999999998487,229,7.6000000000000005,0.9981017090313877,1.8899738788604736,6,44
20,20,0.145199999999984,242,8.000000000000002,0.9980018988604846,2.228403091430664,7,45
21,21,0.1307999999999856,218,7.4,0.9979020986705985,2.1573212146759033,4,48
22,22,0.14279999999998427,238,6.700000000000001,0.9978023084607315,2.2143898010253906,3,44
23,23,0.14459999999998407,241,7.0,0.9977025282298854,1.9181017875671387,4,44
24,24,0.14279999999998427,238,9.200000000000003,0.9976027579770624,1.2521388530731201,11,45
25,25,0.1487999999999836,248,9.400000000000002,0.9975029977012647,2.1875650882720947,8,56
26,26,0.1487999999999836,248,7.300000000000001,0.9974032474014946,2.2361745834350586,3,50
27,27,0.14759999999999973,246,6.4,0.9973035070767544,1.6170382499694824,4,38
28,28,0.13560000000008543,226,8.0,0.9972037767260468,1.581486463546753,6,48
29,29,0.13860000000008732,231,8.0,0.9971040563483742,1.6841599941253662,5,51
30,30,0.1392000000000877,232,8.2,0.9970043459427393,1.4150869846343994,7,47
31,31,0.14100000000008883,235,8.900000000000002,0.9969046455081451,1.3650336265563965,10,45
32,32,0.15660000000009866,261,7.4,0.9968049550435942,1.5170360803604126,7,39
33,33,0.15060000000009488,251,9.700000000000001,0.9967052745480899,1.361252784729004,15,38
34,34,0.14940000000009412,249,7.600000000000001,0.9966056040206351,1.2590820789337158,5,47
35,35,0.1422000000000896,237,7.800000000000001,0.9965059434602331,0.7161012887954712,11,31
36,36,0.1422000000000896,237,7.3,0.9964062928658871,1.3355759382247925,2,53
37,37,0.14640000000009223,244,7.6000000000000005,0.9963066522366005,1.0930309295654297,8,38
38,38,0.13500000000008505,225,6.6000000000000005,0.9962070215713769,1.3711111545562744,2,46
39,39,0.1416000000000892,236,7.300000000000001,0.9961074008692198,1.3572014570236206,5,44
40,40,0.13680000000008619,228,8.600000000000001,0.9960077901291329,1.6209406852722168,9,45
41,41,0.14880000000009375,248,8.100000000000001,0.9959081893501199,1.0935699939727783,8,43
42,42,0.125400000000079,209,8.600000000000001,0.995808598531185,1.4609956741333008,8,48
43,43,0.15360000000009677,256,7.4,0.9957090176713319,1.073794960975647,5,45
44,44,0.13860000000008732,231,7.1,0.9956094467695648,1.3653006553649902,5,42
45,45,0.13500000000008505,225,7.900000000000001,0.9955098858248879,1.1502060890197754,7,44
46,46,0.14940000000009412,249,6.5,0.9954103348363054,1.4669408798217773,4,39
47,47,0.1422000000000896,237,7.1,0.9953107938028217,1.1378462314605713,5,42
48,48,0.16020000000010093,267,6.300000000000001,0.9952112627234414,1.1100473403930664,6,31
49,49,0.14040000000008845,234,8.9,0.9951117415971691,0.9198788404464722,9,48
50,50,0.13860000000008732,231,7.600000000000001,0.9950122304230093,1.0464097261428833,7,41
51,51,0.1422000000000896,237,5.800000000000001,0.9949127291999671,1.157155156135559,1,41
52,52,0.147600000000093,246,9.200000000000001,0.9948132379270471,1.2129673957824707,13,39
53,53,0.1470000000000926,245,6.9,0.9947137566032545,1.1037927865982056,5,40
54,54,0.1722000000001085,287,7.899999999999999,0.9946142852275941,1.2586846351623535,10,35
55,55,0.15180000000009564,253,7.200000000000001,0.9945148237990713,1.1703487634658813,5,43
56,56,0.14100000000008883,235,7.1000000000000005,0.9944153723166914,1.2124404907226562,4,45
57,57,0.14640000000009223,244,7.7,0.9943159307794598,1.3061145544052124,5,48
58,58,0.15660000000009866,261,7.4,0.9942164991863819,0.8680971264839172,5,45
59,59,0.14100000000008883,235,7.1000000000000005,0.9941170775364633,0.8350592255592346,6,39
60,60,0.13980000000008808,233,7.5,0.9940176658287097,0.6519132852554321,5,46
61,61,0.1338000000000843,223,7.8,0.9939182640621268,1.0480220317840576,5,49
62,62,0.14100000000008883,235,8.200000000000001,0.9938188722357206,1.093189001083374,7,47
63,63,0.14400000000009072,240,9.0,0.993719490348497,0.9905686378479004,7,55
64,64,0.15240000000009601,254,7.000000000000001,0.9936201183994622,1.0657988786697388,7,35
65,65,0.13680000000008619,228,7.199999999999999,0.9935207563876223,1.091785192489624,5,43
66,66,0.1392000000000877,232,8.7,0.9934214043119836,1.3878010511398315,10,43
67,67,0.1470000000000926,245,7.4,0.9933220621715524,0.8234049081802368,5,45
68,68,0.13860000000008732,231,8.0,0.9932227299653352,1.121297836303711,3,57
