,Episode,Duration,Slots,Score,Epsilon,min_loss,success rate,success_rate
29,29,0.11999999999998678,300,-93.3,0.9417079539575507,0.06798090040683746,,"[8, 7, 4, 40]"
30,30,0.1279999999999859,320,-126.30000000000001,0.9398245380496356,0.06413044035434723,,"[3, 5, 4, 33]"
31,31,0.11199999999998766,280,-126.2,0.9379448889735363,0.07211250066757202,,"[10, 5, 4, 34]"
32,32,0.11199999999998766,280,-80.9,0.9360689991955893,0.0818556547164917,,"[7, 6, 4, 40]"
33,33,0.11999999999998678,300,-92.4,0.9341968611971981,0.051175251603126526,,"[4, 7, 4, 35]"
34,34,0.1079999999999881,270,-124.19999999999999,0.9323284674748037,0.043946772813797,,"[6, 3, 4, 40]"
35,35,0.11199999999998811,280,-99.3,0.930463810539854,0.07929342985153198,,"[7, 3, 4, 37]"
36,36,0.11199999999998766,280,-118.9,0.9286028829187744,0.06363341212272644,,"[8, 2, 4, 15]"
37,37,0.11999999999998678,300,-114.3,0.9267456771529368,0.06394413113594055,,"[10, 6, 4, 37]"
38,38,0.12399999999998634,310,-80.0,0.9248921857986309,0.06294224411249161,,"[11, 3, 4, 37]"
39,39,0.11599999999998722,290,-106.4,0.9230424014270336,0.04970864951610565,,"[9, 6, 4, 40]"
40,40,0.1079999999999881,270,-103.80000000000001,0.9211963166241796,0.07536592334508896,,"[6, 5, 4, 40]"
41,41,0.11199999999998766,280,-87.2,0.9193539239909312,0.04930604249238968,,"[13, 5, 4, 16]"
42,42,0.11599999999998722,290,-99.7,0.9175152161429493,0.0695531889796257,,"[12, 8, 4, 32]"
43,43,0.1079999999999881,270,-114.9,0.9156801857106633,0.03717911243438721,,"[14, 5, 4, 30]"
44,44,0.1079999999999881,270,-107.6,0.913848825339242,0.034219786524772644,,"[6, 6, 4, 29]"
45,45,0.11599999999998722,290,-96.4,0.9120211276885636,0.06120859086513519,,"[13, 4, 4, 35]"
46,46,0.11599999999998722,290,-121.1,0.9101970854331864,0.04856492578983307,,"[6, 5, 4, 24]"
47,47,0.11199999999998766,280,-85.0,0.9083766912623201,0.06497866660356522,,"[5, 3, 4, 35]"
48,48,0.1079999999999881,270,-99.19999999999999,0.9065599378797955,0.05542044714093208,,"[10, 4, 4, 34]"
49,49,0.11999999999998678,300,-128.2,0.9047468180040359,0.07656078785657883,,"[12, 4, 4, 40]"
50,50,0.11199999999998766,280,-103.3,0.9029373243680279,0.056541524827480316,,"[9, 5, 4, 40]"
51,51,0.11199999999998766,280,-145.3,0.9011314497192918,0.059803783893585205,,"[1, 6, 4, 40]"
52,52,0.11199999999998766,280,-85.1,0.8993291868198532,0.06487685441970825,,"[11, 6, 4, 33]"
53,53,0.11199999999998766,280,-133.6,0.8975305284462135,0.04275026544928551,,"[2, 2, 4, 40]"
54,54,0.11199999999998766,280,-100.9,0.8957354673893211,0.05831574648618698,,"[8, 4, 4, 29]"
55,55,0.11199999999998766,280,-126.30000000000001,0.8939439964545425,0.0548088476061821,,"[6, 6, 4, 27]"
56,56,0.11999999999998678,300,-131.1,0.8921561084616334,0.0650603398680687,,"[8, 4, 4, 36]"
57,57,0.11199999999998766,280,-121.0,0.8903717962447101,0.0677146166563034,,"[3, 4, 4, 40]"
58,58,0.11599999999998722,290,-148.8,0.8885910526522206,0.040836215019226074,,"[8, 4, 4, 27]"
59,59,0.11199999999998766,280,-190.2,0.8868138705469162,0.053768791258335114,,"[5, 4, 4, 39]"
60,60,0.11199999999998766,280,-149.7,0.8850402428058224,0.06168999522924423,,"[3, 5, 4, 31]"
61,61,0.11599999999998722,290,-148.4,0.8832701623202107,0.06670883297920227,,"[7, 6, 4, 40]"
62,62,0.11199999999998766,280,-161.0,0.8815036219955703,0.05631595104932785,,"[5, 4, 4, 40]"
63,63,0.11999999999998678,300,-157.0,0.8797406147515792,0.05043044686317444,,"[5, 5, 4, 38]"
64,64,0.12399999999998634,310,-191.6,0.877981133522076,0.05749170854687691,,"[5, 6, 4, 30]"
65,65,0.11199999999998766,280,-102.8,0.8762251712550319,0.06416434049606323,,"[11, 6, 4, 39]"
66,66,0.11599999999998722,290,-135.1,0.8744727209125218,0.05904991924762726,,"[8, 4, 4, 34]"
67,67,0.1079999999999881,270,-115.9,0.8727237754706968,0.04741879552602768,,"[5, 4, 4, 39]"
68,68,0.1279999999999859,320,-119.5,0.8709783279197554,0.048910535871982574,,"[10, 5, 4, 38]"
69,69,0.11199999999998766,280,-108.0,0.8692363712639158,0.0385790579020977,,"[5, 6, 4, 40]"
70,70,0.1080000000000858,270,-113.1,0.867497898521388,0.04294929280877113,,"[10, 7, 4, 31]"
71,71,0.1160000000002448,290,-182.0,0.8657629027243453,0.05668884143233299,,"[3, 5, 4, 22]"
72,72,0.1160000000002448,290,-174.4,0.8640313769188966,0.04332949221134186,,"[7, 6, 4, 28]"
73,73,0.11200000000023635,280,-159.5,0.8623033141650589,0.050135090947151184,,"[7, 5, 4, 33]"
74,74,0.1160000000002448,290,-144.0,0.8605787075367288,0.0577392578125,,"[7, 5, 4, 37]"
75,75,0.11200000000023635,280,-164.2,0.8588575501216553,0.056396812200546265,,"[6, 4, 4, 28]"
76,76,0.11200000000023635,280,-160.9,0.857139835021412,0.06603993475437164,,"[9, 6, 4, 31]"
77,77,0.11200000000023635,280,-171.0,0.8554255553513692,0.06789644062519073,,"[5, 5, 4, 31]"
78,78,0.11200000000023635,280,-144.1,0.8537147042406664,0.06221117824316025,,"[5, 6, 4, 30]"
79,79,0.1160000000002448,290,-151.0,0.8520072748321851,0.06064422056078911,,"[3, 5, 4, 36]"
80,80,0.11200000000023635,280,-127.4,0.8503032602825207,0.06525526940822601,,"[10, 2, 4, 40]"
81,81,0.10800000000022791,270,-156.2,0.8486026537619556,0.05375106632709503,,"[5, 6, 4, 39]"
82,82,0.10800000000022791,270,-146.3,0.8469054484544317,0.06954294443130493,,"[8, 5, 4, 32]"
83,83,0.1160000000002448,290,-177.4,0.8452116375575228,0.07310664653778076,,"[3, 4, 4, 27]"
84,84,0.10800000000022791,270,-163.1,0.8435212142824078,0.07418756932020187,,"[11, 4, 4, 38]"
85,85,0.1160000000002448,290,-115.4,0.841834171853843,0.04349875822663307,,"[9, 6, 4, 40]"
86,86,0.12000000000025324,300,-145.5,0.8401505035101353,0.07161562144756317,,"[3, 5, 4, 20]"
87,87,0.1160000000002448,290,-159.2,0.838470202503115,0.05843927711248398,,"[6, 4, 4, 40]"
88,88,0.10800000000022791,270,-127.1,0.8367932620981088,0.056025195866823196,,"[7, 7, 4, 40]"
89,89,0.1160000000002448,290,-163.1,0.8351196755739125,0.05407942831516266,,"[5, 5, 4, 40]"
90,90,0.11200000000023635,280,-127.0,0.8334494362227647,0.048038896173238754,,"[6, 3, 4, 38]"
91,91,0.10800000000022791,270,-153.6,0.8317825373503192,0.05885525792837143,,"[4, 6, 4, 27]"
92,92,0.10800000000022791,270,-123.3,0.8301189722756185,0.05663697049021721,,"[11, 4, 4, 35]"
93,93,0.11200000000023635,280,-157.7,0.8284587343310672,0.043104249984025955,,"[4, 3, 4, 39]"
94,94,0.10800000000022791,270,-115.9,0.8268018168624051,0.05836811661720276,,"[5, 6, 4, 32]"
95,95,0.11200000000023635,280,-147.5,0.8251482132286803,0.05415111035108566,,"[7, 5, 4, 26]"
96,96,0.1160000000002448,290,-187.7,0.823497916802223,0.0328100360929966,,"[7, 8, 4, 34]"
97,97,0.10800000000022791,270,-137.7,0.8218509209686186,0.04848698526620865,,"[5, 4, 4, 39]"
98,98,0.136000000000287,340,-177.9,0.8202072191266814,0.06288586556911469,,"[3, 5, 4, 38]"
99,99,0.10800000000022791,270,-169.6,0.818566804688428,0.06124906614422798,,"[5, 4, 4, 39]"
100,100,0.11200000000023635,280,-151.7,0.8169296710790511,0.05266363546252251,,"[4, 5, 4, 36]"
101,101,0.12400000000026168,310,-181.4,0.815295811736893,0.05379074439406395,,"[4, 3, 4, 22]"
102,102,0.1160000000002448,290,-181.5,0.8136652201134192,0.043064940720796585,,"[1, 6, 4, 35]"
103,103,0.11200000000023635,280,-130.2,0.8120378896731923,0.07567448168992996,,"[13, 7, 4, 27]"
104,104,0.1160000000002448,290,-187.0,0.8104138138938459,0.07951179146766663,,"[3, 7, 3, 34]"
105,105,0.12400000000026168,310,-176.8,0.8087929862660582,0.06823669373989105,,"[5, 3, 4, 28]"
106,106,0.11200000000023635,280,-145.8,0.8071754002935261,0.07059067487716675,,"[2, 4, 4, 32]"
107,107,0.1160000000002448,290,-139.0,0.805561049492939,0.04598869010806084,,"[2, 5, 4, 31]"
108,108,0.11200000000023635,280,-164.2,0.8039499273939532,0.03719112277030945,,"[4, 5, 4, 30]"
