,Episode,Duration,Slots,Score,Epsilon,min_loss,success rate,success_rate
0,0,0.10799999999999957,270,-135.3,0.997,0.23573008179664612,,"[5, 4, 4, 40]"
1,1,0.10800000000000251,270,-155.6,0.994009,0.24373826384544373,,"[7, 3, 4, 22]"
2,2,0.11600000000000332,290,-114.6,0.991026973,0.195248544216156,,"[8, 4, 4, 39]"
3,3,0.11200000000000321,280,-184.5,0.988053892081,0.14289326965808868,,"[5, 4, 4, 31]"
4,4,0.10799999999999588,270,-141.1,0.985089730404757,0.18040740489959717,,"[8, 5, 4, 34]"
5,5,0.11199999999998766,280,-93.7,0.9821344612135428,0.15129178762435913,,"[10, 5, 4, 38]"
6,6,0.1079999999999881,270,-122.3,0.9791880578299021,0.15241584181785583,,"[2, 5, 4, 34]"
7,7,0.11199999999998766,280,-115.4,0.9762504936564125,0.12699921429157257,,"[9, 5, 4, 21]"
8,8,0.1079999999999881,270,-102.19999999999999,0.9733217421754432,0.12942083179950714,,"[7, 2, 4, 39]"
9,9,0.11199999999998766,280,-109.8,0.9704017769489168,0.11557265371084213,,"[11, 6, 4, 27]"
10,10,0.11999999999998678,300,-107.1,0.9674905716180701,0.13709397614002228,,"[5, 4, 4, 30]"
11,11,0.1079999999999881,270,-109.2,0.9645880999032158,0.12684643268585205,,"[10, 6, 4, 35]"
12,12,0.1079999999999881,270,-109.9,0.9616943356035061,0.11372935771942139,,"[5, 6, 4, 35]"
13,13,0.11199999999998766,280,-122.2,0.9588092525966956,0.10784502327442169,,"[10, 6, 4, 40]"
14,14,0.11199999999998766,280,-82.3,0.9559328248389055,0.11715953052043915,,"[11, 5, 4, 35]"
15,15,0.1079999999999881,270,-81.6,0.9530650263643888,0.11031762510538101,,"[11, 2, 4, 28]"
16,16,0.11199999999998766,280,-117.80000000000001,0.9502058312852957,0.07839283347129822,,"[10, 5, 4, 39]"
17,17,0.11999999999998678,300,-119.9,0.9473552137914398,0.08896078169345856,,"[7, 3, 4, 37]"
18,18,0.11599999999998722,290,-96.5,0.9445131481500655,0.10408994555473328,,"[7, 6, 4, 35]"
19,19,0.11199999999998766,280,-119.3,0.9416796087056153,0.0907249003648758,,"[11, 6, 4, 34]"
20,20,0.1079999999999881,270,-90.1,0.9388545698794984,0.06418018788099289,,"[8, 5, 4, 33]"
21,21,0.11599999999998722,290,-116.7,0.93603800616986,0.07733961939811707,,"[7, 7, 4, 18]"
