,Episode,Duration,Slots,Score,Epsilon,min_loss,success rate,success_rate
0,0,0.11199999999999954,280,-110.4,0.998,0.22206002473831177,,"[7, 4, 4, 29]"
1,1,0.11600000000000288,290,-101.2,0.996004,0.15412300825119019,,"[6, 5, 4, 27]"
2,2,0.1080000000000031,270,-142.8,0.994011992,0.1522817611694336,,"[4, 3, 4, 20]"
3,3,0.11200000000000321,280,-113.2,0.992023968016,0.1558641493320465,,"[6, 3, 4, 38]"
4,4,0.11599999999999444,290,-122.8,0.990039920079968,0.15800245106220245,,"[5, 8, 4, 24]"
5,5,0.11199999999998766,280,-104.5,0.9880598402398081,0.09063003957271576,,"[4, 5, 4, 28]"
6,6,0.11599999999998722,290,-135.89999999999998,0.9860837205593285,0.11763375997543335,,"[3, 3, 4, 26]"
7,7,0.11199999999998766,280,-111.2,0.9841115531182099,0.11413470655679703,,"[5, 7, 4, 40]"
8,8,0.11199999999998766,280,-99.8,0.9821433300119734,0.08992264419794083,,"[5, 5, 4, 34]"
9,9,0.12399999999998634,310,-107.2,0.9801790433519495,0.09196002781391144,,"[9, 5, 4, 32]"
10,10,0.11999999999998678,300,-97.69999999999999,0.9782186852652456,0.10374373197555542,,"[12, 5, 4, 35]"
11,11,0.1079999999999881,270,-107.7,0.976262247894715,0.10814467072486877,,"[3, 8, 4, 26]"
12,12,0.11599999999998722,290,-123.4,0.9743097233989256,0.08608907461166382,,"[8, 4, 2, 40]"
13,13,0.11199999999998766,280,-90.3,0.9723611039521278,0.128061443567276,,"[6, 5, 4, 22]"
14,14,0.11599999999998722,290,-113.2,0.9704163817442236,0.09845982491970062,,"[6, 6, 4, 20]"
15,15,0.11599999999998722,290,-96.6,0.9684755489807352,0.09651656448841095,,"[8, 5, 4, 33]"
16,16,0.11199999999998766,280,-99.6,0.9665385978827737,0.12232136726379395,,"[7, 6, 4, 30]"
17,17,0.11999999999998678,300,-111.1,0.9646055206870082,0.12016953527927399,,"[6, 6, 4, 28]"
18,18,0.11199999999998766,280,-97.5,0.9626763096456342,0.10694783926010132,,"[10, 4, 4, 18]"
19,19,0.11599999999998722,290,-93.0,0.9607509570263429,0.11792384088039398,,"[8, 7, 4, 39]"
20,20,0.11999999999998678,300,-83.69999999999999,0.9588294551122902,0.06246012821793556,,"[16, 3, 4, 27]"
21,21,0.11199999999998766,280,-102.7,0.9569117962020657,0.09529834985733032,,"[3, 7, 4, 23]"
22,22,0.1079999999999881,270,-97.6,0.9549979726096616,0.10716228932142258,,"[12, 7, 4, 26]"
23,23,0.11999999999998678,300,-109.6,0.9530879766644422,0.08687442541122437,,"[10, 4, 4, 26]"
24,24,0.11199999999998766,280,-86.6,0.9511818007111134,0.10031150281429291,,"[10, 4, 4, 26]"
25,25,0.1079999999999881,270,-83.8,0.9492794371096911,0.10725872218608856,,"[8, 7, 4, 13]"
26,26,0.11999999999998678,300,-100.8,0.9473808782354717,0.08527964353561401,,"[4, 6, 4, 36]"
27,27,0.11199999999998766,280,-115.4,0.9454861164790007,0.08801030367612839,,"[3, 5, 4, 40]"
28,28,0.11599999999998722,290,-97.6,0.9435951442460427,0.08125075697898865,,"[9, 4, 4, 40]"
29,29,0.11199999999998766,280,-106.9,0.9417079539575507,0.10683447867631912,,"[7, 7, 4, 32]"
30,30,0.11599999999998722,290,-93.0,0.9398245380496356,0.08651493489742279,,"[6, 8, 4, 32]"
31,31,0.11599999999998722,290,-120.5,0.9379448889735363,0.09380056709051132,,"[7, 7, 4, 31]"
32,32,0.11199999999998766,280,-90.9,0.9360689991955893,0.08183103054761887,,"[5, 7, 4, 35]"
33,33,0.12399999999998634,310,-116.0,0.9341968611971981,0.11329446732997894,,"[5, 5, 4, 34]"
34,34,0.10799999999998855,270,-117.5,0.9323284674748037,0.08904335647821426,,"[6, 4, 4, 34]"
35,35,0.11599999999998722,290,-99.6,0.930463810539854,0.11111961305141449,,"[3, 4, 4, 27]"
36,36,0.11199999999998766,280,-141.4,0.9286028829187744,0.10789094120264053,,"[4, 7, 4, 39]"
37,37,0.11999999999998678,300,-99.0,0.9267456771529368,0.10538434982299805,,"[12, 5, 4, 34]"
38,38,0.1079999999999881,270,-106.7,0.9248921857986309,0.09021642804145813,,"[8, 4, 4, 24]"
39,39,0.11599999999998722,290,-98.9,0.9230424014270336,0.08777281641960144,,"[4, 5, 4, 37]"
40,40,0.11999999999998678,300,-131.7,0.9211963166241796,0.10431215912103653,,"[3, 4, 4, 21]"
41,41,0.11599999999998722,290,-112.39999999999999,0.9193539239909312,0.11187474429607391,,"[5, 4, 4, 22]"
42,42,0.11199999999998766,280,-116.89999999999999,0.9175152161429493,0.105609230697155,,"[6, 6, 4, 28]"
43,43,0.1279999999999859,320,-111.69999999999999,0.9156801857106633,0.08844143152236938,,"[10, 5, 4, 10]"
44,44,0.10399999999998855,260,-138.6,0.913848825339242,0.09235002100467682,,"[8, 3, 4, 32]"
45,45,0.1279999999999859,320,-101.1,0.9120211276885636,0.10651558637619019,,"[5, 7, 4, 20]"
46,46,0.1079999999999881,270,-115.39999999999999,0.9101970854331864,0.1066053956747055,,"[6, 6, 4, 26]"
47,47,0.11999999999998678,300,-113.0,0.9083766912623201,0.11750771105289459,,"[5, 5, 4, 22]"
48,48,0.11199999999998766,280,-120.2,0.9065599378797955,0.09776362031698227,,"[6, 3, 4, 19]"
49,49,0.11599999999998722,290,-72.6,0.9047468180040359,0.09915092587471008,,"[10, 3, 4, 37]"
50,50,0.11999999999998678,300,-111.6,0.9029373243680279,0.10924080014228821,,"[8, 4, 4, 8]"
51,51,0.11199999999998766,280,-93.4,0.9011314497192918,0.11298146098852158,,"[6, 7, 4, 16]"
52,52,0.12399999999998634,310,-72.5,0.8993291868198532,0.11563539505004883,,"[14, 4, 4, 34]"
53,53,0.11199999999998766,280,-119.0,0.8975305284462135,0.10394741594791412,,"[5, 6, 4, 27]"
54,54,0.11599999999998722,290,-132.4,0.8957354673893211,0.10549712181091309,,"[4, 4, 4, 14]"
55,55,0.11599999999998722,290,-101.0,0.8939439964545425,0.11499066650867462,,"[7, 2, 4, 40]"
56,56,0.1079999999999881,270,-100.80000000000001,0.8921561084616334,0.10618829727172852,,"[8, 3, 4, 14]"
57,57,0.1079999999999881,270,-109.3,0.8903717962447101,0.10011208802461624,,"[9, 2, 4, 20]"
58,58,0.1079999999999881,270,-102.0,0.8885910526522206,0.09969682991504669,,"[7, 4, 4, 39]"
59,59,0.11599999999998722,290,-85.4,0.8868138705469162,0.09635615348815918,,"[8, 7, 4, 31]"
60,60,0.1079999999999881,270,-113.7,0.8850402428058224,0.09739162772893906,,"[6, 3, 4, 30]"
61,61,0.11599999999998722,290,-103.9,0.8832701623202107,0.12282102555036545,,"[5, 3, 4, 40]"
62,62,0.1079999999999881,270,-96.6,0.8815036219955703,0.09124551713466644,,"[10, 4, 4, 18]"
63,63,0.12399999999998634,310,-120.1,0.8797406147515792,0.11599215865135193,,"[9, 4, 4, 29]"
64,64,0.11599999999998722,290,-91.0,0.877981133522076,0.0872686356306076,,"[8, 7, 4, 33]"
65,65,0.11199999999998766,280,-109.7,0.8762251712550319,0.10896077752113342,,"[7, 7, 4, 26]"
66,66,0.11199999999998766,280,-119.7,0.8744727209125218,0.08623798191547394,,"[7, 5, 4, 36]"
67,67,0.11999999999998678,300,-93.0,0.8727237754706968,0.113130584359169,,"[10, 4, 4, 40]"
