,Episode,Duration,Slots,Score,Epsilon,min_loss,success_rate
0,0,0.20699999999999907,345,-533.2,0.999,99999,"[2, 1, 0, 20]"
1,1,0.20699999999999635,345,-511.79999999999995,0.998001,888272.375,"[6, 1, 1, 20]"
2,2,0.20700000000000757,345,-491.49999999999994,0.997002999,979621.0,"[4, 2, 0, 20]"
3,3,0.2070000000000155,345,-415.9,0.996005996001,540065.375,"[5, 4, 1, 20]"
4,4,0.20880000000000876,348,-506.70000000000005,0.995009990004999,600948.875,"[4, 3, 1, 20]"
5,5,0.2105999999999768,351,-586.3,0.994014980014994,525498.0,"[6, 0, 1, 20]"
6,6,0.208799999999977,348,-514.9,0.993020965034979,428772.4375,"[3, 3, 0, 20]"
7,7,0.208799999999977,348,-463.8,0.9920279440699441,649820.4375,"[2, 3, 1, 20]"
8,8,0.208799999999977,348,-440.5,0.9910359161258742,631324.125,"[3, 1, 1, 20]"
9,9,0.21239999999997683,354,-475.29999999999995,0.9900448802097482,506078.375,"[5, 2, 1, 20]"
10,10,0.2069999999999772,345,-502.9,0.9890548353295385,551996.75,"[5, 4, 1, 20]"
11,11,0.208799999999977,348,-482.6,0.988065780494209,556584.4375,"[5, 4, 0, 20]"
12,12,0.208799999999977,348,-486.5,0.9870777147137147,555291.625,"[2, 2, 1, 20]"
13,13,0.208799999999977,348,-523.3,0.986090636999001,489970.8125,"[3, 2, 1, 20]"
14,14,0.2069999999999772,345,-480.1,0.9851045463620021,389044.5625,"[6, 4, 1, 20]"
15,15,0.2069999999999772,345,-471.2,0.98411944181564,432239.0,"[2, 3, 1, 20]"
16,16,0.2051999999999774,342,-456.9,0.9831353223738244,340953.625,"[5, 3, 1, 20]"
17,17,0.2105999999999768,351,-495.59999999999997,0.9821521870514506,401098.5625,"[3, 1, 1, 20]"
18,18,0.2069999999999772,345,-497.0,0.9811700348643991,477914.125,"[3, 1, 1, 20]"
19,19,0.207000000000098,345,-420.7,0.9801888648295347,350106.46875,"[8, 4, 1, 20]"
20,20,0.21060000000013268,351,-533.3,0.9792086759647052,391376.90625,"[3, 4, 1, 20]"
21,21,0.20880000000013155,348,-455.4,0.9782294672887405,290299.6875,"[4, 1, 0, 20]"
22,22,0.20880000000013155,348,-441.1,0.9772512378214517,478444.0625,"[7, 2, 1, 20]"
23,23,0.2070000000001304,345,-424.29999999999995,0.9762739865836303,370003.71875,"[4, 4, 1, 20]"
24,24,0.20880000000013155,348,-465.9,0.9752977125970467,394836.4375,"[6, 3, 1, 20]"
25,25,0.2070000000001304,345,-467.70000000000005,0.9743224148844496,361114.53125,"[5, 0, 1, 20]"
26,26,0.2070000000001304,345,-437.7,0.9733480924695651,211309.15625,"[5, 3, 1, 20]"
27,27,0.20880000000013155,348,-473.6,0.9723747443770956,353199.4375,"[6, 1, 1, 20]"
28,28,0.20880000000013155,348,-463.1,0.9714023696327185,381941.71875,"[5, 2, 1, 20]"
29,29,0.2070000000001304,345,-488.40000000000003,0.9704309672630859,196236.78125,"[3, 4, 1, 20]"
30,30,0.2070000000001304,345,-487.20000000000005,0.9694605362958227,309321.4375,"[5, 4, 1, 20]"
31,31,0.21420000000013495,357,-456.2,0.9684910757595269,356470.75,"[7, 3, 1, 20]"
32,32,0.20880000000013155,348,-525.8,0.9675225846837673,312363.625,"[4, 3, 1, 20]"
33,33,0.20880000000013155,348,-462.4,0.9665550620990835,280000.8125,"[6, 2, 1, 20]"
34,34,0.20880000000013155,348,-525.9000000000001,0.9655885070369844,361693.375,"[4, 2, 1, 20]"
