,Episode,Duration,Slots,Score,Epsilon,min_loss,success rate,success_rate
0,0,0.11199999999999954,280,-34.0,0.997,99999,,"[9, 5, 4, 40]"
1,1,0.10800000000000265,270,-27.6,0.994009,0.08605203032493591,,"[15, 6, 4, 34]"
2,2,0.1080000000000031,270,-42.4,0.991026973,0.08110450208187103,,"[2, 5, 4, 26]"
3,3,0.1080000000000031,270,-36.2,0.988053892081,0.08007997274398804,,"[9, 4, 4, 28]"
4,4,0.10799999999999699,270,-37.0,0.985089730404757,0.09570891410112381,,"[5, 6, 4, 40]"
5,5,0.1079999999999881,270,-35.0,0.9821344612135428,0.07193569839000702,,"[7, 6, 4, 40]"
6,6,0.1079999999999881,270,-33.2,0.9791880578299021,0.07682619243860245,,"[12, 3, 4, 38]"
7,7,0.11599999999998722,290,-36.1,0.9762504936564125,0.05374615266919136,,"[4, 8, 4, 39]"
8,8,0.1079999999999881,270,-37.0,0.9733217421754432,0.07297065854072571,,"[5, 6, 4, 40]"
9,9,0.1079999999999881,270,-31.5,0.9704017769489168,0.08337059617042542,,"[13, 4, 4, 35]"
10,10,0.11199999999998766,280,-35.7,0.9674905716180701,0.07524025440216064,,"[9, 4, 4, 33]"
11,11,0.11199999999998766,280,-31.0,0.9645880999032158,0.08151842653751373,,"[11, 6, 4, 40]"
12,12,0.11599999999998722,290,-33.0,0.9616943356035061,0.06946015357971191,,"[11, 4, 4, 40]"
13,13,0.11599999999998722,290,-38.1,0.9588092525966956,0.06835311651229858,,"[7, 4, 4, 29]"
14,14,0.1079999999999881,270,-33.5,0.9559328248389055,0.07655496150255203,,"[10, 6, 4, 25]"
15,15,0.11199999999998766,280,-27.6,0.9530650263643888,0.07450827211141586,,"[13, 8, 4, 34]"
16,16,0.11199999999998766,280,-31.0,0.9502058312852957,0.0787581205368042,,"[10, 7, 4, 40]"
17,17,0.11999999999998678,300,-31.8,0.9473552137914398,0.07804031670093536,,"[12, 6, 4, 22]"
18,18,0.11199999999998766,280,-37.0,0.9445131481500655,0.07944167405366898,,"[8, 3, 4, 40]"
19,19,0.11599999999998722,290,-36.0,0.9416796087056153,0.07135569304227829,,"[9, 3, 4, 40]"
20,20,0.11199999999998766,280,-35.5,0.9388545698794984,0.0827990174293518,,"[8, 5, 4, 35]"
21,21,0.11199999999998766,280,-39.6,0.93603800616986,0.08537949621677399,,"[4, 5, 4, 34]"
