,Episode,Duration,Slots,Score,Epsilon,min_loss,success_rate
0,0,0.20520000000000177,513,-347.5,0.998,0.01380204502493143,"[21, 6, 2, 20]"
1,1,0.20400000000000584,510,-352.0,0.996004,0.010332352481782436,"[15, 5, 2, 20]"
2,2,0.20519999999999,513,-345.0,0.994011992,0.008993595838546753,"[25, 6, 2, 20]"
3,3,0.20639999999997727,516,-353.5,0.992023968016,0.0079871267080307,"[20, 6, 2, 20]"
4,4,0.20639999999997727,516,-336.5,0.990039920079968,0.00680044200271368,"[25, 4, 2, 20]"
5,5,0.20639999999997727,516,-328.0,0.9880598402398081,0.006117032375186682,"[23, 6, 2, 20]"
6,6,0.20399999999997753,510,-348.5,0.9860837205593285,0.004773596301674843,"[21, 6, 2, 20]"
7,7,0.20639999999997727,516,-347.5,0.9841115531182099,0.00459684245288372,"[24, 4, 2, 20]"
8,8,0.2051999999999774,513,-349.0,0.9821433300119734,0.003998416475951672,"[24, 5, 2, 20]"
9,9,0.20639999999997727,516,-341.0,0.9801790433519495,0.004231057595461607,"[20, 8, 2, 20]"
10,10,0.20759999999997714,519,-402.5,0.9782186852652456,0.003280442673712969,"[19, 5, 2, 20]"
11,11,0.20399999999997753,510,-336.0,0.976262247894715,0.0041003143414855,"[20, 4, 2, 20]"
12,12,0.20639999999997727,516,-380.0,0.9743097233989256,0.004007367417216301,"[23, 6, 2, 20]"
13,13,0.20639999999997727,516,-361.0,0.9723611039521278,0.003823087550699711,"[19, 6, 2, 20]"
14,14,0.20639999999997727,516,-374.5,0.9704163817442236,0.0027107736095786095,"[15, 4, 2, 20]"
15,15,0.20759999999997714,519,-322.0,0.9684755489807352,0.0029506345745176077,"[27, 7, 2, 20]"
16,16,0.20639999999997727,516,-322.5,0.9665385978827737,0.003343166084960103,"[25, 8, 2, 20]"
17,17,0.20999999999997687,525,-363.0,0.9646055206870082,0.0026198336854577065,"[18, 4, 2, 20]"
18,18,0.21359999999997648,534,-392.5,0.9626763096456342,0.0032483323011547327,"[14, 6, 2, 20]"
19,19,0.20519999999997784,513,-358.5,0.9607509570263429,0.002593887969851494,"[23, 5, 2, 20]"
20,20,0.20759999999997714,519,-376.0,0.9588294551122902,0.0030762001406401396,"[19, 4, 2, 20]"
21,21,0.20639999999997727,516,-333.0,0.9569117962020657,0.0031740758568048477,"[23, 6, 2, 20]"
22,22,0.20759999999997714,519,-387.5,0.9549979726096616,0.002543163951486349,"[23, 4, 2, 20]"
